Date,Open,Low,High,Close
05/08/2001,121.23,120.85,122.14,121.35
05/09/2001,121.35,121.45,122.43,122.24
05/10/2001,122.24,122.05,122.78,122.6
05/11/2001,122.6,121.83,122.8,122.59
05/14/2001,122.59,122.4,123.4,123.29
05/15/2001,123.29,123.07,123.69,123.48
05/16/2001,123.48,123.1,124.02,123.51
05/17/2001,123.51,122.5,123.45,122.57
05/18/2001,122.57,122.55,123.83,123.66
05/21/2001,123.66,122.55,123.75,122.57
05/22/2001,122.57,122.44,123.3,122.72
05/23/2001,122.72,119.37,122.91,119.83
05/24/2001,119.83,118.85,120.4,120.02
05/25/2001,120.02,119.8,120.76,120.59
05/28/2001,120.59,120.3,121.2,121.09
05/29/2001,121.09,119.99,121.35,120.09
05/30/2001,120.09,119.9,120.6,120.33
05/31/2001,120.33,118.51,120.55,119.16
06/01/2001,119.16,118.3,119.3,119.09
06/04/2001,119.09,118.85,119.85,119.34
06/05/2001,119.34,118.75,120.43,120.33
06/06/2001,120.33,120.15,120.82,120.37
06/07/2001,120.37,119.62,120.3,120.02
06/08/2001,120.02,120.05,121.03,120.99
06/11/2001,120.99,120.85,122.07,121.93
06/12/2001,121.93,121.55,122.05,121.68
06/13/2001,121.68,121.55,122.4,122.08
06/14/2001,122.08,121.16,122.25,121.38
06/15/2001,121.38,120.9,123.28,123.09
06/18/2001,123.09,122.75,123.5,123.35
06/19/2001,123.35,122.69,123.75,123.11
06/20/2001,123.11,122.55,124.1,123.71
06/21/2001,123.71,123.65,124.55,124.41
06/22/2001,124.41,123.8,124.7,124.4
06/25/2001,124.4,123.74,124.45,123.83
06/26/2001,123.83,123.3,124.02,123.75
06/27/2001,123.75,123.75,124.46,124.28
06/28/2001,124.28,124.2,124.98,124.72
06/29/2001,124.72,124.15,124.87,124.79
07/02/2001,124.79,124.16,124.98,124.42
07/03/2001,124.42,123.65,124.61,124.4
07/04/2001,124.4,124.25,125.05,124.48
07/05/2001,124.48,124.4,125.84,125.77
07/06/2001,125.77,125.45,126.05,126.03
07/09/2001,126.03,125.29,125.95,125.42
07/10/2001,125.42,125.2,125.85,125.37
07/11/2001,125.37,123.88,125.75,124.35
07/12/2001,124.35,123.49,124.45,123.79
07/13/2001,123.79,123.85,125.03,124.89
07/16/2001,124.89,124.7,125.52,125.44
07/17/2001,125.44,124.71,125.65,125.11
07/18/2001,125.11,123.78,125.45,123.95
07/19/2001,123.95,123.2,124.15,123.39
07/20/2001,123.39,122.71,123.77,122.83
07/23/2001,122.83,123.15,124.51,124.43
07/24/2001,124.43,123.26,124.5,123.9
07/25/2001,123.9,123.42,124.46,123.65
07/26/2001,123.65,123.18,124.09,123.72
07/27/2001,123.72,123.2,124.15,123.62
07/30/2001,123.62,123.2,125.35,125.14
07/31/2001,125.14,124.64,125.25,125.1
08/01/2001,125.1,124.5,125.19,124.64
08/02/2001,124.64,123.57,124.68,123.77
08/03/2001,123.77,123.3,124,123.68
08/06/2001,123.68,123.65,124.25,123.87
08/07/2001,123.87,123.43,124.15,123.49
08/08/2001,123.49,122.8,123.65,123.4
08/09/2001,123.4,121.37,123.95,121.85
08/10/2001,121.85,121.75,122.6,122.01
08/13/2001,122.01,121.41,122.51,122.46
08/14/2001,122.46,121.18,123.15,121.72
08/15/2001,121.72,119.1,121.9,119.65
08/16/2001,119.65,119.25,120.38,119.88
08/17/2001,119.88,120.05,120.77,120.27
08/20/2001,120.27,120.1,120.85,120.71
08/21/2001,120.71,119.55,120.92,119.77
08/22/2001,119.77,119.35,120.61,120.45
08/23/2001,120.45,119.67,120.7,119.76
08/24/2001,119.76,119.55,120.37,120.14
08/27/2001,120.14,119.82,120.35,119.92
08/28/2001,119.92,119.65,120.8,120.12
08/29/2001,120.12,119.11,120.19,120.15
08/30/2001,120.15,119.25,120.25,119.33
08/31/2001,119.33,118.45,119.55,118.79
09/03/2001,118.79,118.6,119.35,118.7
09/04/2001,118.7,118.6,119.65,119.47
09/05/2001,119.47,119.25,120.91,120.74
09/06/2001,120.74,120.6,121.5,121.06
09/07/2001,121.06,119.72,121.4,120.12
09/10/2001,120.12,119.75,121.14,120.92
09/11/2001,120.92,118.5,122.06,119.3
09/12/2001,119.3,118.65,120.75,119.5
09/13/2001,119.5,118.63,119.7,118.66
09/14/2001,118.66,116.86,119.15,117.04
09/17/2001,117.04,116.65,118.35,117.48
09/18/2001,117.48,117.11,118.15,117.23
09/19/2001,117.23,117.1,118.1,117.52
09/20/2001,117.52,115.8,117.65,116.03
09/21/2001,116.03,116,117.45,116.74
09/24/2001,116.74,116.3,117.58,117.57
09/25/2001,117.57,117,117.83,117.61
09/26/2001,117.61,117.1,118.07,117.84
09/27/2001,117.84,117.65,120.05,119.64
09/28/2001,119.64,118.69,119.75,119.48
10/01/2001,119.48,119.4,120.4,120.23
10/02/2001,120.23,120.1,121.12,120.85
10/03/2001,120.85,120.45,121.45,120.79
10/04/2001,120.79,120.2,120.75,120.68
10/05/2001,120.68,119.93,120.65,120.35
10/08/2001,120.35,119.6,120.3,119.8
10/09/2001,119.8,119.75,120.36,120.28
10/10/2001,120.28,119.8,120.55,120.37
10/11/2001,120.37,120.1,121.74,121.44
10/12/2001,121.44,120.7,121.75,121.38
10/15/2001,121.38,120.49,121.15,120.95
10/16/2001,120.95,120.65,121.91,121.31
10/17/2001,121.31,120.76,121.75,121.24
10/18/2001,121.24,120.75,121.45,121.17
10/19/2001,121.17,120.83,121.34,121.19
10/22/2001,121.19,121.15,122.63,122.48
10/23/2001,122.48,122.3,123.05,122.71
10/24/2001,122.71,122.35,123,122.88
10/25/2001,122.88,122.45,123.35,122.94
10/26/2001,122.94,122.4,123.26,122.74
10/29/2001,122.74,121.81,122.8,122.03
10/30/2001,122.03,121.56,122.17,122.03
10/31/2001,122.03,121.7,122.62,122.32
11/01/2001,122.32,121.34,122.5,121.9
11/02/2001,121.9,121.4,122.05,121.79
11/05/2001,121.79,121.57,122.1,121.8
11/06/2001,121.8,120.93,121.75,121.06
11/07/2001,121.06,120.75,121.26,120.91
11/08/2001,120.91,119.75,121.35,120.07
11/09/2001,120.07,120,120.5,120.17
11/12/2001,120.17,119.75,120.85,120.4
11/13/2001,120.4,120.38,121.78,121.55
11/14/2001,121.55,121.4,122,121.55
11/15/2001,121.55,121.5,122.47,122.44
11/16/2001,122.44,122,122.96,122.88
11/19/2001,122.88,122.75,123.5,123.29
11/20/2001,123.29,122.53,123.25,122.66
11/21/2001,122.66,122.55,123.4,123.15
11/22/2001,123.15,123,124,123.95
11/23/2001,123.95,123.7,124.5,124.36
11/26/2001,124.36,123.8,124.45,124.1
11/27/2001,124.1,123.68,124.55,123.97
11/28/2001,123.97,123.04,124,123.06
11/29/2001,123.06,122.87,123.98,123.72
11/30/2001,123.72,122.8,124.15,123.5
12/03/2001,123.5,123.25,124.07,124.02
12/04/2001,124.02,123.65,124.37,124.15
12/05/2001,124.15,123.95,124.55,124.24
12/06/2001,124.24,123.75,124.98,124.76
12/07/2001,124.76,124.5,125.77,125.57
12/10/2001,125.57,125.55,126.38,126.18
12/11/2001,126.18,125.7,126.29,126.2
12/12/2001,126.2,125.5,126.6,126.22
12/13/2001,126.22,125.8,126.65,126.22
12/14/2001,126.22,125.95,127.95,127.3
12/17/2001,127.3,127.15,128,127.53
12/18/2001,127.53,127.45,128.45,127.81
12/19/2001,127.81,127.6,128.4,128.1
12/20/2001,128.1,127.94,128.88,128.56
12/21/2001,128.56,128.6,129.73,129.71
12/24/2001,129.71,129.35,130,129.71
12/25/2001,129.71,129.75,130.9,130.85
12/26/2001,130.85,130.4,131,130.84
12/27/2001,130.84,130.8,132,131.71
12/28/2001,131.71,130.8,131.85,131.11
12/31/2001,131.11,130.69,131.63,131.56
01/01/2002,131.56,131.56,131.56,131.56
01/02/2002,131.56,131.3,132.28,132.11
01/03/2002,132.11,131.36,132.2,131.81
01/04/2002,131.81,130.65,131.8,130.98
01/07/2002,130.98,130.4,131.6,131.07
01/08/2002,131.07,131,132.86,132.72
01/09/2002,132.72,132.2,133.35,132.62
01/10/2002,132.62,132,133.2,132.7
01/11/2002,132.7,131.57,132.55,131.96
01/14/2002,131.96,131.46,132.2,131.97
01/15/2002,131.97,130.88,132.05,131.28
01/16/2002,131.28,131,132.12,131.85
01/17/2002,131.85,131.8,132.6,132.37
01/18/2002,132.37,132.45,133,132.61
01/21/2002,132.61,132,132.67,132.52
01/22/2002,132.52,132.55,134.49,133.93
01/23/2002,133.93,133.55,134.62,134.26
01/24/2002,134.26,134.1,134.82,134.78
01/25/2002,134.78,134.09,134.9,134.32
01/28/2002,134.32,133.19,134.92,133.4
01/29/2002,133.4,132.95,133.75,133.41
01/30/2002,133.41,132.35,133.65,132.81
01/31/2002,132.81,132.6,135.15,134.77
02/01/2002,134.77,133.09,135,133.18
02/04/2002,133.18,131.86,133.45,132.28
02/05/2002,132.28,131.95,134.3,133.83
02/06/2002,133.83,133.35,134.35,133.57
02/07/2002,133.57,133.36,134.15,133.48
02/08/2002,133.48,133.55,135.04,134.66
02/11/2002,134.66,133.31,135,133.46
02/12/2002,133.46,132.44,133.7,132.61
02/13/2002,132.61,132.18,133.35,133.24
02/14/2002,133.24,131.94,133.35,132.06
02/15/2002,132.06,131.85,133.2,132.64
02/18/2002,132.64,132.45,132.85,132.65
02/19/2002,132.65,132.6,134,133.65
02/20/2002,133.65,133.05,133.98,133.69
02/21/2002,133.69,133.45,134.47,134.27
02/22/2002,134.27,133.54,134.52,134.16
02/25/2002,134.16,133.55,134.15,133.97
02/26/2002,133.97,133.65,134.73,134.66
02/27/2002,134.66,134.07,134.97,134.27
02/28/2002,134.27,133.44,134.4,133.64
03/01/2002,133.64,133.04,133.85,133.27
03/04/2002,133.27,131.88,133.55,132.24
03/05/2002,132.24,131.6,132.6,132.24
03/06/2002,132.24,130.7,132.47,130.83
03/07/2002,130.83,126.32,130.9,126.9
03/08/2002,126.9,127.1,128.75,128.6
03/11/2002,128.6,127.75,129.2,128.16
03/12/2002,128.16,128,129.15,128.67
03/13/2002,128.67,128.89,129.62,129.41
03/14/2002,129.41,128.23,129.55,129.1
03/15/2002,129.1,128.88,129.45,129.2
03/18/2002,129.2,129.1,131.56,131.36
03/19/2002,131.36,130.88,132.49,131.99
03/20/2002,131.99,131.26,132.46,131.46
03/21/2002,131.46,131.29,132.23,132.02
03/22/2002,132.02,132,132.91,132.84
03/25/2002,132.84,132.7,133.49,133.33
03/26/2002,133.33,132.26,133.45,132.88
03/27/2002,132.88,132.3,133.25,132.75
03/28/2002,132.75,132.17,132.85,132.71
03/29/2002,132.71,132.27,133.2,132.67
04/01/2002,132.67,132.75,133.86,133.43
04/02/2002,133.43,132.85,133.62,133.43
04/03/2002,133.43,132.39,133.4,132.73
04/04/2002,132.73,131.6,133.12,132.22
04/05/2002,132.22,131.31,132.43,131.62
04/08/2002,131.62,131.1,131.85,131.39
04/09/2002,131.39,130.85,131.9,131
04/10/2002,131,130.2,131,130.68
04/11/2002,130.68,130.65,131.82,131.53
04/12/2002,131.53,131.3,132.27,132.08
04/15/2002,132.08,131.35,132.37,131.91
04/16/2002,131.91,130.85,132.17,131.14
04/17/2002,131.14,130.43,131.29,130.77
04/18/2002,130.77,129.56,130.75,129.86
04/19/2002,129.86,129.88,130.66,130.32
04/22/2002,130.32,129.62,130.65,129.94
04/23/2002,129.94,129.78,130.3,130.16
04/24/2002,130.16,129.45,130.45,129.55
04/25/2002,129.55,128.13,129.65,128.61
04/26/2002,128.61,127.81,129.8,127.85
04/29/2002,127.85,127.67,128.27,128.02
04/30/2002,128.02,127.84,128.65,128.48
05/01/2002,128.48,127.15,128.65,127.43
05/02/2002,127.43,126.99,128.12,127.94
05/03/2002,127.94,126.82,128,127.04
05/06/2002,127.04,126.93,127.53,127.3
05/07/2002,127.3,126.68,128.36,128.01
05/08/2002,128.01,127.86,128.79,128.76
05/09/2002,128.76,128.11,129.09,128.39
05/10/2002,128.39,127.55,128.7,127.57
05/13/2002,127.57,127.2,127.8,127.71
05/14/2002,127.71,127.74,128.8,128.56
05/15/2002,128.56,127.61,128.63,127.7
05/16/2002,127.7,127.33,128.44,128.13
05/17/2002,128.13,125.54,128.14,125.81
05/20/2002,125.81,125.18,125.8,125.32
05/21/2002,125.32,123.72,126.07,123.9
05/22/2002,123.9,123.53,125.07,124.2
05/23/2002,124.2,123.89,125.36,124.9
05/24/2002,124.9,124.6,125.26,124.63
05/27/2002,124.63,124.7,125.07,124.75
05/28/2002,124.75,124.32,124.9,124.45
05/29/2002,124.45,124.13,124.68,124.3
05/30/2002,124.3,122.83,124.43,123.21
05/31/2002,123.21,123.02,124.6,124.26
06/03/2002,124.26,123.67,124.47,123.81
06/04/2002,123.81,123.28,124.46,123.95
06/05/2002,123.95,123.93,124.76,124.46
06/06/2002,124.46,123.78,125.08,124.26
06/07/2002,124.26,124.05,124.71,124.4
06/10/2002,124.4,124.33,124.93,124.68
06/11/2002,124.68,124.45,125.79,125.31
06/12/2002,125.31,125.22,125.92,125.67
06/13/2002,125.67,124.78,125.9,125.05
06/14/2002,125.05,123.9,125.1,124.1
06/17/2002,124.1,124.06,124.52,124.44
06/18/2002,124.44,124.25,124.8,124.32
06/19/2002,124.32,123.65,124.37,123.83
06/20/2002,123.83,123.33,124.22,123.44
06/21/2002,123.44,120.84,123.95,121.43
06/24/2002,121.43,121.01,122.8,121.68
06/25/2002,121.68,121.37,122,121.53
06/26/2002,121.53,118.95,121.9,121.71
06/27/2002,121.71,119.19,120.3,119.41
06/28/2002,119.41,118.36,120.36,119.47
07/01/2002,119.47,119.29,120.08,120.05
07/02/2002,120.05,119.65,120.75,120.21
07/03/2002,120.21,119.63,120.58,119.8
07/04/2002,119.8,119.8,120.4,120
07/05/2002,120,119.84,120.63,120.26
07/08/2002,120.26,118.4,120.35,118.55
07/09/2002,118.55,117.73,118.98,117.89
07/10/2002,117.89,117.39,118.33,117.63
07/11/2002,117.63,116.5,117.92,116.79
07/12/2002,116.79,116.47,117.24,116.85
07/15/2002,116.85,115.66,117.2,116.23
07/16/2002,116.23,115.5,116.46,116.06
07/17/2002,116.06,115.63,116.76,116.24
07/18/2002,116.24,116.24,117.33,116.62
07/19/2002,116.62,115.57,116.63,115.73
07/22/2002,115.73,115.75,116.68,116.37
07/23/2002,116.37,116.2,117.94,117.79
07/24/2002,117.79,115.89,117.6,116.35
07/25/2002,116.35,116.18,117.06,116.62
07/26/2002,116.62,116.35,119.07,118.92
07/29/2002,118.92,118.45,119.98,119.47
07/30/2002,119.47,119.3,120.3,120.1
07/31/2002,120.1,119.38,120.42,119.79
08/01/2002,119.79,119.02,120.32,119.37
08/02/2002,119.37,118.77,119.37,119.06
08/05/2002,119.06,118.63,119.79,119.7
08/06/2002,119.7,119.48,121.28,120.98
08/07/2002,120.98,120,121.1,120.15
08/08/2002,120.15,119.98,121.19,121.03
08/09/2002,121.03,120,121.35,120.14
08/12/2002,120.14,118.78,120.15,118.97
08/13/2002,118.97,118.74,119.27,118.88
08/14/2002,118.88,116.3,118.43,117.33
08/15/2002,117.33,116.9,117.88,117.35
08/16/2002,117.35,117.1,117.9,117.58
08/19/2002,117.58,117.47,118.73,118.53
08/20/2002,118.53,118.43,119.28,118.73
08/21/2002,118.73,117.73,118.9,118.48
08/22/2002,118.48,118.46,120.02,119.84
08/23/2002,119.84,119.49,120.32,119.7
08/26/2002,119.7,119.34,119.89,119.62
08/27/2002,119.62,117.95,119.93,118.14
08/28/2002,118.14,117.92,118.7,118.64
08/29/2002,118.64,117.55,119.08,118.25
08/30/2002,118.25,117.73,118.81,118.67
09/02/2002,118.67,117.96,118.83,118.1
09/03/2002,118.1,116.85,118.15,117.09
09/04/2002,117.09,116.91,118.41,117.99
09/05/2002,117.99,117.33,118.53,118.23
09/06/2002,118.23,117.93,118.91,118.55
09/09/2002,118.55,118.16,119.29,118.87
09/10/2002,118.87,118.36,120.14,119.9
09/11/2002,119.9,119.63,120.7,120.36
09/12/2002,120.36,119.75,120.7,120.11
09/13/2002,120.11,119.44,122.31,121.7
09/16/2002,121.7,121.7,122.45,122.28
09/17/2002,122.28,121.95,123.41,122.35
09/18/2002,122.35,121.34,123.1,121.98
09/19/2002,121.98,120.94,121.94,121.5
09/20/2002,121.5,121.29,123.75,123.48
09/23/2002,123.48,122.84,124.23,123.8
09/24/2002,123.8,122.95,124.07,123.25
09/25/2002,123.25,122,123.42,122.86
09/26/2002,122.86,122.15,123.02,122.61
09/27/2002,122.61,122.01,123.23,122.81
09/30/2002,122.81,121.11,122.84,121.77
10/01/2002,121.77,121.67,122.81,122.53
10/02/2002,122.53,122.55,123.36,123.01
10/03/2002,123.01,122.39,123.11,122.63
10/04/2002,122.63,122.31,123.28,123.2
10/07/2002,123.2,123.04,124.46,124.28
10/08/2002,124.28,123.95,124.66,124.4
10/09/2002,124.4,123.15,124.4,123.28
10/10/2002,123.28,123,123.76,123.59
10/11/2002,123.59,123.4,124.5,124.05
10/14/2002,124.05,123.8,124.31,124.3
10/15/2002,124.3,124.2,124.99,124.76
10/16/2002,124.76,123.91,125.05,124.46
10/17/2002,124.46,124.08,125.17,124.86
10/18/2002,124.86,124.97,125.59,125.49
10/21/2002,125.49,124.47,125.65,124.99
10/22/2002,124.99,124.76,125.46,125.09
10/23/2002,125.09,123.86,125.24,124.64
10/24/2002,124.64,123.87,124.88,124.59
10/25/2002,124.59,123.6,124.68,124.21
10/28/2002,124.21,123.38,125.01,124.55
10/29/2002,124.55,122.34,123.76,122.72
10/30/2002,122.72,122.53,123.25,122.86
10/31/2002,122.86,122.3,123.23,122.67
11/01/2002,122.67,121.63,122.82,122.12
11/04/2002,122.12,122.13,122.55,122.28
11/05/2002,122.28,121.36,122.28,121.82
11/06/2002,121.82,121.6,122.66,121.81
11/07/2002,121.81,121.12,121.95,121.25
11/08/2002,121.25,119.5,121.35,119.73
11/11/2002,119.73,119.13,120.08,119.55
11/12/2002,119.55,119.33,119.87,119.65
11/13/2002,119.65,119.55,120.32,120.27
11/14/2002,120.27,119.68,120.68,120.35
11/15/2002,120.35,120.25,120.94,120.37
11/18/2002,120.37,120.3,121.32,121.14
11/19/2002,121.14,120.83,122.52,122.16
11/20/2002,122.16,122.12,122.69,122.64
11/21/2002,122.64,121.91,122.98,122.74
11/22/2002,122.74,122.47,123.01,122.89
11/25/2002,122.89,121.72,123.18,122.08
11/26/2002,122.08,121.52,122.18,121.63
11/27/2002,121.63,121.52,122.42,122.3
11/28/2002,122.3,121.97,122.42,122.13
11/29/2002,122.13,122.1,122.75,122.63
12/02/2002,122.63,122.55,125.04,124.59
12/03/2002,124.59,124.21,124.8,124.64
12/04/2002,124.64,124.18,125.02,124.66
12/05/2002,124.66,124.42,125.73,124.99
12/06/2002,124.99,122.1,125.52,123.82
12/09/2002,123.82,122.42,123.53,123.45
12/10/2002,123.45,123.08,123.7,123.65
12/11/2002,123.65,123.18,124.05,123.61
12/12/2002,123.61,122.49,123.88,122.71
12/13/2002,122.71,120.31,122.86,120.51
12/16/2002,120.51,120.42,121.42,121.26
12/17/2002,121.26,120.19,121.53,121.24
12/18/2002,121.24,120.87,121.68,121.1
12/19/2002,121.1,120.52,121.26,120.55
12/20/2002,120.55,120.32,120.97,120.37
12/23/2002,120.37,119.83,120.77,120.41
12/24/2002,120.41,119.96,120.5,120.25
12/25/2002,120.25,120.17,120.47,120.45
12/26/2002,120.45,119.96,120.35,119.97
12/27/2002,119.97,119.8,120.23,119.82
12/30/2002,119.82,118.27,120.01,118.44
12/31/2002,118.44,118.37,118.85,118.71
01/01/2003,118.71,118.37,118.85,118.71
01/02/2003,118.71,118.62,120.19,119.97
01/03/2003,119.97,119.58,120.28,119.79
01/06/2003,119.79,118.57,119.87,119
01/07/2003,119,119.13,120.66,120.47
01/08/2003,120.47,118.66,120.53,119.05
01/09/2003,119.05,118.72,119.17,119.43
01/10/2003,119.43,119.02,120.04,119.13
01/13/2003,119.13,118.71,119.43,118.79
01/14/2003,118.79,117.56,119.16,117.97
01/15/2003,117.97,117.77,118.82,118.1
01/16/2003,118.1,117.66,118.34,117.82
01/17/2003,117.82,117.37,118.1,117.92
01/20/2003,117.92,117.8,118.3,118.05
01/21/2003,118.05,117.96,119.14,118.16
01/22/2003,118.16,117.99,118.53,118.37
01/23/2003,118.37,117.62,118.83,117.99
01/24/2003,117.99,117.52,118.19,117.77
01/27/2003,117.77,117.54,119.33,118.51
01/28/2003,118.51,118.34,118.92,118.62
01/29/2003,118.62,117.86,118.76,118.4
01/30/2003,118.4,118.3,119.51,119.21
01/31/2003,119.21,118.87,120.1,119.95
02/03/2003,119.95,119.1,120.93,120.31
02/04/2003,120.31,119.6,120.57,119.74
02/05/2003,119.74,119.09,120.37,120.04
02/06/2003,120.04,119.52,120.26,119.89
02/07/2003,119.89,119.59,120.46,120.22
02/10/2003,120.22,120.28,121.42,121.3
02/11/2003,121.3,121,121.78,121.14
02/12/2003,121.14,120.55,121.51,121.25
02/13/2003,121.25,120.22,121.48,120.58
02/14/2003,120.58,120.08,120.85,120.33
02/17/2003,120.33,120.02,120.77,120.15
02/18/2003,120.15,118.67,120.42,118.83
02/19/2003,118.83,118.57,119.13,118.64
02/20/2003,118.64,118.09,119.07,118.25
02/21/2003,118.25,118.22,118.93,118.76
02/24/2003,118.76,117.56,118.9,117.9
02/25/2003,117.9,116.97,118.22,117.2
02/26/2003,117.2,117.07,117.62,117.11
02/27/2003,117.11,116.86,117.77,117.52
02/28/2003,117.52,117.6,118.29,118.08
03/03/2003,118.08,117.09,118.28,117.62
03/04/2003,117.62,117.34,118.11,117.92
03/05/2003,117.92,116.98,117.95,117.3
03/06/2003,117.3,117.18,117.57,117.36
03/07/2003,117.36,116.3,117.48,116.99
03/10/2003,116.99,116.39,117.13,116.9
03/11/2003,116.9,116.73,117.29,117.15
03/12/2003,117.15,117.06,117.54,117.27
03/13/2003,117.27,117.4,118.79,118.5
03/14/2003,118.5,118.06,118.74,118.29
03/17/2003,118.29,117.59,118.72,118.4
03/18/2003,118.4,118.47,119.18,118.85
03/19/2003,118.85,118.55,120.65,120.5
03/20/2003,120.5,119.74,120.55,120.36
03/21/2003,120.36,120.18,121.87,121.6
03/24/2003,121.6,120.34,121.31,120.7
03/25/2003,120.7,119.35,120.78,120.18
03/26/2003,120.18,119.85,120.49,120.07
03/27/2003,120.07,119.59,120.05,119.99
03/28/2003,119.99,119.44,120.4,119.7
03/31/2003,119.7,117.82,120.2,118
04/01/2003,118,117.8,118.5,118.03
04/02/2003,118.03,117.6,119.28,118.92
04/03/2003,118.92,118.52,119.69,119.5
04/04/2003,119.5,119.17,120.19,119.95
04/07/2003,119.95,119.94,120.88,120.07
04/08/2003,120.07,119.42,120.15,119.8
04/09/2003,119.8,119.64,120.67,120.17
04/10/2003,120.17,119.15,120.29,119.66
04/11/2003,119.66,119.53,120.88,120.5
04/14/2003,120.5,119.98,120.81,120.26
04/15/2003,120.26,120.02,120.68,120.12
04/16/2003,120.12,119.27,120.57,119.44
04/17/2003,119.44,118.92,119.78,119.63
04/18/2003,119.63,119.55,119.79,119.7
04/21/2003,119.7,119.55,120.65,120.55
04/22/2003,120.55,119.3,120.75,119.9
04/23/2003,119.9,119.79,120.62,120.4
04/24/2003,120.4,119.5,120.65,119.9
04/25/2003,119.9,119.8,121.15,120.35
04/28/2003,120.35,119.85,120.5,120.44
04/29/2003,120.44,119.62,120.74,119.8
04/30/2003,119.8,118.61,119.97,118.92
05/01/2003,118.92,118.17,119.01,118.55
05/02/2003,118.55,118.41,119.33,118.95
05/05/2003,118.95,118.5,119.07,118.6
05/06/2003,118.6,117.3,118.73,117.53
05/07/2003,117.53,116.1,117.82,116.35
05/08/2003,116.35,116.22,116.95,116.9
05/09/2003,116.9,117.02,117.59,117.22
05/12/2003,117.22,116.33,117.4,116.98
05/13/2003,116.98,116.84,117.53,118.62
05/14/2003,118.62,115.55,116.85,116.15
05/15/2003,116.15,115.6,116.54,116.5
05/16/2003,116.5,115.87,116.6,115.89
05/19/2003,115.89,115.1,117.46,117.33
05/20/2003,117.33,116.63,117.39,116.73
05/21/2003,116.73,116.57,117.55,117.21
05/22/2003,117.21,116.94,117.77,117.21
05/23/2003,117.21,116.78,117.42,116.92
05/26/2003,116.92,116.73,117.38,116.85
05/27/2003,116.85,116.58,117.31,117.23
05/28/2003,117.23,116.97,118.91,118.74
05/29/2003,118.74,117.92,119.15,118.37
05/30/2003,118.37,117.96,119.65,119.35
06/02/2003,119.35,118.38,119.66,118.5
06/03/2003,118.5,118.3,119.35,119.09
06/04/2003,119.09,118.39,119.39,118.76
06/05/2003,118.76,117.31,118.92,117.75
06/06/2003,117.75,117.6,118.94,117.76
06/09/2003,117.76,117.82,118.77,118.1
06/10/2003,118.1,117.57,118.38,117.75
06/11/2003,117.75,117.53,118.14,117.67
06/12/2003,117.67,117.49,117.94,117.59
06/13/2003,117.59,117.2,117.87,117.4
06/16/2003,117.4,117.18,117.79,117.62
06/17/2003,117.62,117.6,118.43,118.2
06/18/2003,118.2,117.75,118.7,117.85
06/19/2003,117.85,117.83,119.1,118.3
06/20/2003,118.3,118.03,118.63,118.4
06/23/2003,118.4,117.48,118.61,117.64
06/24/2003,117.64,117.6,118.07,117.95
06/25/2003,117.95,117.33,118.17,118
06/26/2003,118,117.93,119.44,119.41
06/27/2003,119.41,119.19,120,119.65
06/30/2003,119.65,119.65,120.23,119.75
07/01/2003,119.75,119.04,119.97,119.45
07/02/2003,119.45,117.93,119.47,117.97
07/03/2003,117.97,117.99,118.5,118.26
07/04/2003,118.26,118.02,118.47,118.06
07/07/2003,118.06,117.8,118.33,118.2
07/08/2003,118.2,117.64,118.69,118.2
07/09/2003,118.2,117.67,118.45,117.72
07/10/2003,117.72,117.4,118.07,117.67
07/11/2003,117.67,117.66,118,117.67
07/14/2003,117.67,117.35,117.79,117.65
07/15/2003,117.65,116.6,117.96,117.79
07/16/2003,117.79,117.85,118.68,118.2
07/17/2003,118.2,117.88,118.95,118.76
07/18/2003,118.76,118.26,119.21,118.42
07/21/2003,118.42,118.27,118.81,118.44
07/22/2003,118.44,118.43,119.37,119.1
07/23/2003,119.1,118.64,119.14,118.97
07/24/2003,118.97,118.58,119.36,118.97
07/25/2003,118.97,118.63,119.3,118.84
07/28/2003,118.84,118.87,119.6,119.45
07/29/2003,119.45,119.13,119.85,119.85
07/30/2003,119.85,119.66,120.63,120.25
07/31/2003,120.25,119.75,120.62,120.6
08/01/2003,120.6,119.83,120.68,120.04
08/04/2003,120.04,119.72,120.6,120.37
08/05/2003,120.37,119.84,120.62,119.93
08/06/2003,119.93,119.75,120.45,120.2
08/07/2003,120.2,118.79,120.26,119.06
08/08/2003,119.06,118.85,119.26,119.1
08/11/2003,119.1,118.21,119.17,118.75
08/12/2003,118.75,118.39,118.75,118.46
08/13/2003,118.46,118.54,119.48,119.08
08/14/2003,119.08,119.07,119.67,119.15
08/15/2003,119.15,118.7,119.48,119.15
08/18/2003,119.15,119.09,119.75,119.44
08/19/2003,119.44,118.25,119.77,118.38
08/20/2003,118.38,117.85,118.74,118.2
08/21/2003,118.2,117.52,118.2,117.73
08/22/2003,117.73,117.31,118.05,117.58
08/25/2003,117.58,117.15,117.68,117.38
08/26/2003,117.38,117.2,117.78,117.3
08/27/2003,117.3,117.32,118.04,117.41
08/28/2003,117.41,117.26,117.6,117.3
08/29/2003,117.3,116.15,117.36,116.87
09/01/2003,116.87,116.38,116.83,116.57
09/02/2003,116.57,115.85,117.23,116.1
09/03/2003,116.1,115.9,116.58,116.05
09/04/2003,116.05,115.75,117.06,116.73
09/05/2003,116.73,116.46,117.13,116.64
09/08/2003,116.64,116.4,117.7,116.53
09/09/2003,116.53,116.95,115.93,116.81
